nohup: ignoring input
Using TensorFlow backend.
DEBUG:main:200:	Size Word Vocab: 25999
DEBUG:main:206:	Train Word X: (79832, 105)
DEBUG:main:207:	Train Y: (79832, 105, 1)
DEBUG:main:213:	Val Word X: (4982, 105)
DEBUG:main:214:	Val Y: (4982, 105, 1)
DEBUG:main:220:	Test Word X: (5000, 105)
DEBUG:main:221:	Test Y: (5000, 105, 1)
DEBUG:main:225:	Size Char Vocab: 136
DEBUG:main:232:	Train Char X: (79832, 105, 33)
DEBUG:main:239:	Val Char X: (4982, 105, 33)
DEBUG:main:246:	Test Char X: (5000, 105, 33)
WARNING:tensorflow:From /home/ec2-user/anaconda3/envs/tensorflow_p36/lib/python3.6/site-packages/tensorflow/python/framework/op_def_library.py:263: colocate_with (from tensorflow.python.framework.ops) is deprecated and will be removed in a future version.
Instructions for updating:
Colocations handled automatically by placer.
WARNING:new_func:323:	From /home/ec2-user/anaconda3/envs/tensorflow_p36/lib/python3.6/site-packages/tensorflow/python/framework/op_def_library.py:263: colocate_with (from tensorflow.python.framework.ops) is deprecated and will be removed in a future version.
Instructions for updating:
Colocations handled automatically by placer.
WARNING:tensorflow:From /home/ec2-user/anaconda3/envs/tensorflow_p36/lib/python3.6/site-packages/keras/backend/tensorflow_backend.py:3445: calling dropout (from tensorflow.python.ops.nn_ops) with keep_prob is deprecated and will be removed in a future version.
Instructions for updating:
Please use `rate` instead of `keep_prob`. Rate should be set to `rate = 1 - keep_prob`.
WARNING:new_func:506:	From /home/ec2-user/anaconda3/envs/tensorflow_p36/lib/python3.6/site-packages/keras/backend/tensorflow_backend.py:3445: calling dropout (from tensorflow.python.ops.nn_ops) with keep_prob is deprecated and will be removed in a future version.
Instructions for updating:
Please use `rate` instead of `keep_prob`. Rate should be set to `rate = 1 - keep_prob`.
WARNING:tensorflow:From /home/ec2-user/anaconda3/envs/tensorflow_p36/lib/python3.6/site-packages/tensorflow/python/ops/math_ops.py:3066: to_int32 (from tensorflow.python.ops.math_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.cast instead.
WARNING:new_func:323:	From /home/ec2-user/anaconda3/envs/tensorflow_p36/lib/python3.6/site-packages/tensorflow/python/ops/math_ops.py:3066: to_int32 (from tensorflow.python.ops.math_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.cast instead.
Loading Model
Train on 79832 samples, validate on 4982 samples
25376/79832 [========>.....................] - ETA: 14:53 - loss: 5.3290
25408/79832 [========>.....................] - ETA: 14:53 - loss: 5.3294
25440/79832 [========>.....................] - ETA: 14:52 - loss: 5.3295
25472/79832 [========>.....................] - ETA: 14:52 - loss: 5.3299
25504/79832 [========>.....................] - ETA: 14:51 - loss: 5.3301
25536/79832 [========>.....................] - ETA: 14:51 - loss: 5.3305
25568/79832 [========>.....................] - ETA: 14:50 - loss: 5.3307
25600/79832 [========>.....................] - ETA: 14:50 - loss: 5.3312
25632/79832 [========>.....................] - ETA: 14:49 - loss: 5.3310
25664/79832 [========>.....................] - ETA: 14:49 - loss: 5.3311
25696/79832 [========>.....................] - ETA: 14:48 - loss: 5.3311
25728/79832 [========>.....................] - ETA: 14:48 - loss: 5.3311
25760/79832 [========>.....................] - ETA: 14:47 - loss: 5.3308
25792/79832 [========>.....................] - ETA: 14:46 - loss: 5.3306
25824/79832 [========>.....................] - ETA: 14:46 - loss: 5.3307
25856/79832 [========>.....................] - ETA: 14:45 - loss: 5.3307
25888/79832 [========>.....................] - ETA: 14:45 - loss: 5.3308
25920/79832 [========>.....................] - ETA: 14:44 - loss: 5.3308
25952/79832 [========>.....................] - ETA: 14:44 - loss: 5.3310
25984/79832 [========>.....................] - ETA: 14:43 - loss: 5.3307
26016/79832 [========>.....................] - ETA: 14:43 - loss: 5.3307
26048/79832 [========>.....................] - ETA: 14:42 - loss: 5.3306
26080/79832 [========>.....................] - ETA: 14:42 - loss: 5.3304
26112/79832 [========>.....................] - ETA: 14:41 - loss: 5.3306
26144/79832 [========>.....................] - ETA: 14:41 - loss: 5.3306
26176/79832 [========>.....................] - ETA: 14:40 - loss: 5.3301
26208/79832 [========>.....................] - ETA: 14:40 - loss: 5.3305
26240/79832 [========>.....................] - ETA: 14:39 - loss: 5.3306
26272/79832 [========>.....................] - ETA: 14:38 - loss: 5.3304
26304/79832 [========>.....................] - ETA: 14:38 - loss: 5.3304
26336/79832 [========>.....................] - ETA: 14:37 - loss: 5.3305
26368/79832 [========>.....................] - ETA: 14:37 - loss: 5.3302
26400/79832 [========>.....................] - ETA: 14:36 - loss: 5.3300
26432/79832 [========>.....................] - ETA: 14:36 - loss: 5.3299
26464/79832 [========>.....................] - ETA: 14:35 - loss: 5.3301
26496/79832 [========>.....................] - ETA: 14:35 - loss: 5.3300
26528/79832 [========>.....................] - ETA: 14:34 - loss: 5.3301
26560/79832 [========>.....................] - ETA: 14:34 - loss: 5.3298
26592/79832 [========>.....................] - ETA: 14:33 - loss: 5.3298
26624/79832 [=========>....................] - ETA: 14:33 - loss: 5.3300
26656/79832 [=========>....................] - ETA: 14:32 - loss: 5.3300
26688/79832 [=========>....................] - ETA: 14:32 - loss: 5.3300
26720/79832 [=========>....................] - ETA: 14:31 - loss: 5.3304
26752/79832 [=========>....................] - ETA: 14:31 - loss: 5.3301
26784/79832 [=========>....................] - ETA: 14:30 - loss: 5.3300
26816/79832 [=========>....................] - ETA: 14:29 - loss: 5.3301
26848/79832 [=========>....................] - ETA: 14:29 - loss: 5.3301
26880/79832 [=========>....................] - ETA: 14:28 - loss: 5.3301
26912/79832 [=========>....................] - ETA: 14:28 - loss: 5.3303
26944/79832 [=========>....................] - ETA: 14:27 - loss: 5.3305
26976/79832 [=========>....................] - ETA: 14:27 - loss: 5.3306
27008/79832 [=========>....................] - ETA: 14:26 - loss: 5.3306
27040/79832 [=========>....................] - ETA: 14:26 - loss: 5.3306
27072/79832 [=========>....................] - ETA: 14:25 - loss: 5.3305
27104/79832 [=========>....................] - ETA: 14:25 - loss: 5.3306
27136/79832 [=========>....................] - ETA: 14:24 - loss: 5.3308
27168/79832 [=========>....................] - ETA: 14:24 - loss: 5.3309
27200/79832 [=========>....................] - ETA: 14:23 - loss: 5.3311
27232/79832 [=========>....................] - ETA: 14:23 - loss: 5.3307
27264/79832 [=========>....................] - ETA: 14:22 - loss: 5.3309
27296/79832 [=========>....................] - ETA: 14:22 - loss: 5.3313
27328/79832 [=========>....................] - ETA: 14:21 - loss: 5.3312
27360/79832 [=========>....................] - ETA: 14:20 - loss: 5.3312
27392/79832 [=========>....................] - ETA: 14:20 - loss: 5.3311
27424/79832 [=========>....................] - ETA: 14:19 - loss: 5.3314
27456/79832 [=========>....................] - ETA: 14:19 - loss: 5.3315
27488/79832 [=========>....................] - ETA: 14:18 - loss: 5.3312
27520/79832 [=========>....................] - ETA: 14:18 - loss: 5.3315
27552/79832 [=========>....................] - ETA: 14:17 - loss: 5.3314
27584/79832 [=========>....................] - ETA: 14:17 - loss: 5.3311
27616/79832 [=========>....................] - ETA: 14:16 - loss: 5.3308
27648/79832 [=========>....................] - ETA: 14:16 - loss: 5.3308
27680/79832 [=========>....................] - ETA: 14:15 - loss: 5.3309
27712/79832 [=========>....................] - ETA: 14:15 - loss: 5.3309
27744/79832 [=========>....................] - ETA: 14:14 - loss: 5.3309
27776/79832 [=========>....................] - ETA: 14:14 - loss: 5.3308
27808/79832 [=========>....................] - ETA: 14:13 - loss: 5.3305
27840/79832 [=========>....................] - ETA: 14:13 - loss: 5.3307
27872/79832 [=========>....................] - ETA: 14:12 - loss: 5.3305
27904/79832 [=========>....................] - ETA: 14:11 - loss: 5.3309
27936/79832 [=========>....................] - ETA: 14:11 - loss: 5.3309
27968/79832 [=========>....................] - ETA: 14:10 - loss: 5.3308
28000/79832 [=========>....................] - ETA: 14:10 - loss: 5.3307
28032/79832 [=========>....................] - ETA: 14:09 - loss: 5.3308
28064/79832 [=========>....................] - ETA: 14:09 - loss: 5.3308
28096/79832 [=========>....................] - ETA: 14:08 - loss: 5.3310
28128/79832 [=========>....................] - ETA: 14:08 - loss: 5.3313
28160/79832 [=========>....................] - ETA: 14:07 - loss: 5.3312
28192/79832 [=========>....................] - ETA: 14:07 - loss: 5.3313
28224/79832 [=========>....................] - ETA: 14:06 - loss: 5.3314
28256/79832 [=========>....................] - ETA: 14:06 - loss: 5.3313
28288/79832 [=========>....................] - ETA: 14:05 - loss: 5.3310
28320/79832 [=========>....................] - ETA: 14:05 - loss: 5.3309
28352/79832 [=========>....................] - ETA: 14:04 - loss: 5.3309
28384/79832 [=========>....................] - ETA: 14:04 - loss: 5.3309
28416/79832 [=========>....................] - ETA: 14:03 - loss: 5.3311
28448/79832 [=========>....................] - ETA: 14:02 - loss: 5.3314
28480/79832 [=========>....................] - ETA: 14:02 - loss: 5.3313
28512/79832 [=========>....................] - ETA: 14:01 - loss: 5.3315
28544/79832 [=========>....................] - ETA: 14:01 - loss: 5.3315
28576/79832 [=========>....................] - ETA: 14:00 - loss: 5.3314
28608/79832 [=========>....................] - ETA: 14:00 - loss: 5.3315
28640/79832 [=========>....................] - ETA: 13:59 - loss: 5.3312
28672/79832 [=========>....................] - ETA: 13:59 - loss: 5.3314
28704/79832 [=========>....................] - ETA: 13:58 - loss: 5.3315
28736/79832 [=========>....................] - ETA: 13:58 - loss: 5.3314
28768/79832 [=========>....................] - ETA: 13:57 - loss: 5.3312
28800/79832 [=========>....................] - ETA: 13:57 - loss: 5.3307
28832/79832 [=========>....................] - ETA: 13:56 - loss: 5.3306
28864/79832 [=========>....................] - ETA: 13:56 - loss: 5.3305
28896/79832 [=========>....................] - ETA: 13:55 - loss: 5.3304
28928/79832 [=========>....................] - ETA: 13:55 - loss: 5.3306
28960/79832 [=========>....................] - ETA: 13:54 - loss: 5.3310
28992/79832 [=========>....................] - ETA: 13:53 - loss: 5.3312
29024/79832 [=========>....................] - ETA: 13:53 - loss: 5.3309
29056/79832 [=========>....................] - ETA: 13:52 - loss: 5.3308
29088/79832 [=========>....................] - ETA: 13:52 - loss: 5.3306
29120/79832 [=========>....................] - ETA: 13:51 - loss: 5.3306
29152/79832 [=========>....................] - ETA: 13:51 - loss: 5.3306
29184/79832 [=========>....................] - ETA: 13:50 - loss: 5.3307
29216/79832 [=========>....................] - ETA: 13:50 - loss: 5.3310
29248/79832 [=========>....................] - ETA: 13:49 - loss: 5.3310
29280/79832 [==========>...................] - ETA: 13:49 - loss: 5.3309
29312/79832 [==========>...................] - ETA: 13:48 - loss: 5.3309
29344/79832 [==========>...................] - ETA: 13:48 - loss: 5.3311
29376/79832 [==========>...................] - ETA: 13:47 - loss: 5.3310
29408/79832 [==========>...................] - ETA: 13:47 - loss: 5.3313
29440/79832 [==========>...................] - ETA: 13:46 - loss: 5.3313
29472/79832 [==========>...................] - ETA: 13:46 - loss: 5.3313
29504/79832 [==========>...................] - ETA: 13:45 - loss: 5.3311
29536/79832 [==========>...................] - ETA: 13:44 - loss: 5.3309
29568/79832 [==========>...................] - ETA: 13:44 - loss: 5.3310
29600/79832 [==========>...................] - ETA: 13:43 - loss: 5.3311
29632/79832 [==========>...................] - ETA: 13:43 - loss: 5.3308
29664/79832 [==========>...................] - ETA: 13:42 - loss: 5.3309
29696/79832 [==========>...................] - ETA: 13:42 - loss: 5.3312
29728/79832 [==========>...................] - ETA: 13:41 - loss: 5.3311
29760/79832 [==========>...................] - ETA: 13:41 - loss: 5.3313
29792/79832 [==========>...................] - ETA: 13:40 - loss: 5.3312
29824/79832 [==========>...................] - ETA: 13:40 - loss: 5.3313
29856/79832 [==========>...................] - ETA: 13:39 - loss: 5.3308
29888/79832 [==========>...................] - ETA: 13:39 - loss: 5.3308
29920/79832 [==========>...................] - ETA: 13:38 - loss: 5.3305
29952/79832 [==========>...................] - ETA: 13:38 - loss: 5.3305
29984/79832 [==========>...................] - ETA: 13:37 - loss: 5.3303
30016/79832 [==========>...................] - ETA: 13:37 - loss: 5.3303
30048/79832 [==========>...................] - ETA: 13:36 - loss: 5.3304
30080/79832 [==========>...................] - ETA: 13:36 - loss: 5.3303
30112/79832 [==========>...................] - ETA: 13:35 - loss: 5.3304
30144/79832 [==========>...................] - ETA: 13:34 - loss: 5.3304
30176/79832 [==========>...................] - ETA: 13:34 - loss: 5.3302
30208/79832 [==========>...................] - ETA: 13:33 - loss: 5.3304
30240/79832 [==========>...................] - ETA: 13:33 - loss: 5.3304
30272/79832 [==========>...................] - ETA: 13:32 - loss: 5.3307
30304/79832 [==========>...................] - ETA: 13:32 - loss: 5.3310
30336/79832 [==========>...................] - ETA: 13:31 - loss: 5.3310
30368/79832 [==========>...................] - ETA: 13:31 - loss: 5.3315
30400/79832 [==========>...................] - ETA: 13:30 - loss: 5.3318
30432/79832 [==========>...................] - ETA: 13:30 - loss: 5.3318
30464/79832 [==========>...................] - ETA: 13:29 - loss: 5.3320
30496/79832 [==========>...................] - ETA: 13:29 - loss: 5.3317
30528/79832 [==========>...................] - ETA: 13:28 - loss: 5.3317
30560/79832 [==========>...................] - ETA: 13:28 - loss: 5.3314
30592/79832 [==========>...................] - ETA: 13:27 - loss: 5.3314
30624/79832 [==========>...................] - ETA: 13:27 - loss: 5.3315
30656/79832 [==========>...................] - ETA: 13:26 - loss: 5.3314
30688/79832 [==========>...................] - ETA: 13:25 - loss: 5.3314
30720/79832 [==========>...................] - ETA: 13:25 - loss: 5.3317
30752/79832 [==========>...................] - ETA: 13:24 - loss: 5.3317
30784/79832 [==========>...................] - ETA: 13:24 - loss: 5.3315
30816/79832 [==========>...................] - ETA: 13:23 - loss: 5.3314
30848/79832 [==========>...................] - ETA: 13:23 - loss: 5.3313
30880/79832 [==========>...................] - ETA: 13:22 - loss: 5.3313
30912/79832 [==========>...................] - ETA: 13:22 - loss: 5.3310
30944/79832 [==========>...................] - ETA: 13:21 - loss: 5.3312
30976/79832 [==========>...................] - ETA: 13:21 - loss: 5.3312
31008/79832 [==========>...................] - ETA: 13:20 - loss: 5.3313
31040/79832 [==========>...................] - ETA: 13:20 - loss: 5.3317
31072/79832 [==========>...................] - ETA: 13:19 - loss: 5.3315
31104/79832 [==========>...................] - ETA: 13:19 - loss: 5.3311
31136/79832 [==========>...................] - ETA: 13:18 - loss: 5.3309
31168/79832 [==========>...................] - ETA: 13:18 - loss: 5.3310
31200/79832 [==========>...................] - ETA: 13:17 - loss: 5.3311
31232/79832 [==========>...................] - ETA: 13:17 - loss: 5.3311
31264/79832 [==========>...................] - ETA: 13:16 - loss: 5.3310
31296/79832 [==========>...................] - ETA: 13:15 - loss: 5.3311
31328/79832 [==========>...................] - ETA: 13:15 - loss: 5.3313
31360/79832 [==========>...................] - ETA: 13:14 - loss: 5.3310
31392/79832 [==========>...................] - ETA: 13:14 - loss: 5.3310
31424/79832 [==========>...................] - ETA: 13:13 - loss: 5.3312
31456/79832 [==========>...................] - ETA: 13:13 - loss: 5.3313
31488/79832 [==========>...................] - ETA: 13:12 - loss: 5.3313
31520/79832 [==========>...................] - ETA: 13:12 - loss: 5.3313
31552/79832 [==========>...................] - ETA: 13:11 - loss: 5.3313
31584/79832 [==========>...................] - ETA: 13:11 - loss: 5.3312
31616/79832 [==========>...................] - ETA: 13:10 - loss: 5.3312
31648/79832 [==========>...................] - ETA: 13:10 - loss: 5.3313
31680/79832 [==========>...................] - ETA: 13:09 - loss: 5.3313
31712/79832 [==========>...................] - ETA: 13:09 - loss: 5.3315
31744/79832 [==========>...................] - ETA: 13:08 - loss: 5.3317
31776/79832 [==========>...................] - ETA: 13:08 - loss: 5.3315
31808/79832 [==========>...................] - ETA: 13:07 - loss: 5.3317
31840/79832 [==========>...................] - ETA: 13:07 - loss: 5.3318
31872/79832 [==========>...................] - ETA: 13:06 - loss: 5.3318
31904/79832 [==========>...................] - ETA: 13:06 - loss: 5.3324
31936/79832 [===========>..................] - ETA: 13:05 - loss: 5.3326
31968/79832 [===========>..................] - ETA: 13:04 - loss: 5.3329
32000/79832 [===========>..................] - ETA: 13:04 - loss: 5.3328
32032/79832 [===========>..................] - ETA: 13:03 - loss: 5.3329
32064/79832 [===========>..................] - ETA: 13:03 - loss: 5.3327
32096/79832 [===========>..................] - ETA: 13:02 - loss: 5.3326
32128/79832 [===========>..................] - ETA: 13:02 - loss: 5.3327
32160/79832 [===========>..................] - ETA: 13:01 - loss: 5.3325
32192/79832 [===========>..................] - ETA: 13:01 - loss: 5.3327
32224/79832 [===========>..................] - ETA: 13:00 - loss: 5.3328
32256/79832 [===========>..................] - ETA: 13:00 - loss: 5.3327
32288/79832 [===========>..................] - ETA: 12:59 - loss: 5.3324
32320/79832 [===========>..................] - ETA: 12:59 - loss: 5.3324
32352/79832 [===========>..................] - ETA: 12:58 - loss: 5.3324
32384/79832 [===========>..................] - ETA: 12:58 - loss: 5.3325
32416/79832 [===========>..................] - ETA: 12:57 - loss: 5.3327
32448/79832 [===========>..................] - ETA: 12:57 - loss: 5.3327
32480/79832 [===========>..................] - ETA: 12:56 - loss: 5.3325
32512/79832 [===========>..................] - ETA: 12:56 - loss: 5.3322
32544/79832 [===========>..................] - ETA: 12:55 - loss: 5.3322
32576/79832 [===========>..................] - ETA: 12:54 - loss: 5.3324
32608/79832 [===========>..................] - ETA: 12:54 - loss: 5.3320
32640/79832 [===========>..................] - ETA: 12:53 - loss: 5.3321
32672/79832 [===========>..................] - ETA: 12:53 - loss: 5.3322
32704/79832 [===========>..................] - ETA: 12:52 - loss: 5.3323
32736/79832 [===========>..................] - ETA: 12:52 - loss: 5.3324
32768/79832 [===========>..................] - ETA: 12:51 - loss: 5.3322
32800/79832 [===========>..................] - ETA: 12:51 - loss: 5.3323
32832/79832 [===========>..................] - ETA: 12:50 - loss: 5.3326
32864/79832 [===========>..................] - ETA: 12:50 - loss: 5.3327
32896/79832 [===========>..................] - ETA: 12:49 - loss: 5.3325
32928/79832 [===========>..................] - ETA: 12:49 - loss: 5.3326
32960/79832 [===========>..................] - ETA: 12:48 - loss: 5.3326
32992/79832 [===========>..................] - ETA: 12:48 - loss: 5.3324
33024/79832 [===========>..................] - ETA: 12:47 - loss: 5.3325
33056/79832 [===========>..................] - ETA: 12:47 - loss: 5.3327
33088/79832 [===========>..................] - ETA: 12:46 - loss: 5.3327
33120/79832 [===========>..................] - ETA: 12:46 - loss: 5.3325
33152/79832 [===========>..................] - ETA: 12:45 - loss: 5.3323
33184/79832 [===========>..................] - ETA: 12:45 - loss: 5.3324
33216/79832 [===========>..................] - ETA: 12:44 - loss: 5.3322
33248/79832 [===========>..................] - ETA: 12:43 - loss: 5.3321
33280/79832 [===========>..................] - ETA: 12:43 - loss: 5.3322
33312/79832 [===========>..................] - ETA: 12:42 - loss: 5.3324
33344/79832 [===========>..................] - ETA: 12:42 - loss: 5.3323
33376/79832 [===========>..................] - ETA: 12:41 - loss: 5.3324
33408/79832 [===========>..................] - ETA: 12:41 - loss: 5.3325
33440/79832 [===========>..................] - ETA: 12:40 - loss: 5.3324
33472/79832 [===========>..................] - ETA: 12:40 - loss: 5.3326
33504/79832 [===========>..................] - ETA: 12:39 - loss: 5.3330
33536/79832 [===========>..................] - ETA: 12:39 - loss: 5.3329
33568/79832 [===========>..................] - ETA: 12:38 - loss: 5.3331
33600/79832 [===========>..................] - ETA: 12:38 - loss: 5.3331
33632/79832 [===========>..................] - ETA: 12:37 - loss: 5.3329
33664/79832 [===========>..................] - ETA: 12:37 - loss: 5.3328
33696/79832 [===========>..................] - ETA: 12:36 - loss: 5.3326
33728/79832 [===========>..................] - ETA: 12:36 - loss: 5.3325
33760/79832 [===========>..................] - ETA: 12:35 - loss: 5.3323
33792/79832 [===========>..................] - ETA: 12:34 - loss: 5.3322
33824/79832 [===========>..................] - ETA: 12:34 - loss: 5.3325
33856/79832 [===========>..................] - ETA: 12:33 - loss: 5.3326
33888/79832 [===========>..................] - ETA: 12:33 - loss: 5.3325
33920/79832 [===========>..................] - ETA: 12:32 - loss: 5.3322
33952/79832 [===========>..................] - ETA: 12:32 - loss: 5.3326
33984/79832 [===========>..................] - ETA: 12:31 - loss: 5.3328
34016/79832 [===========>..................] - ETA: 12:31 - loss: 5.3329
34048/79832 [===========>..................] - ETA: 12:30 - loss: 5.3328
34080/79832 [===========>..................] - ETA: 12:30 - loss: 5.3328
34112/79832 [===========>..................] - ETA: 12:29 - loss: 5.3330
34144/79832 [===========>..................] - ETA: 12:29 - loss: 5.3329
34176/79832 [===========>..................] - ETA: 12:28 - loss: 5.3329
34208/79832 [===========>..................] - ETA: 12:28 - loss: 5.3329
34240/79832 [===========>..................] - ETA: 12:27 - loss: 5.3329
34272/79832 [===========>..................] - ETA: 12:27 - loss: 5.3328
34304/79832 [===========>..................] - ETA: 12:26 - loss: 5.3327
34336/79832 [===========>..................] - ETA: 12:25 - loss: 5.3325
34368/79832 [===========>..................] - ETA: 12:25 - loss: 5.3326
34400/79832 [===========>..................] - ETA: 12:24 - loss: 5.3325
34432/79832 [===========>..................] - ETA: 12:24 - loss: 5.3324
34464/79832 [===========>..................] - ETA: 12:23 - loss: 5.3324
34496/79832 [===========>..................] - ETA: 12:23 - loss: 5.3323
34528/79832 [===========>..................] - ETA: 12:22 - loss: 5.3324
34560/79832 [===========>..................] - ETA: 12:22 - loss: 5.3321
34592/79832 [===========>..................] - ETA: 12:21 - loss: 5.3319
34624/79832 [============>.................] - ETA: 12:21 - loss: 5.3320
34656/79832 [============>.................] - ETA: 12:20 - loss: 5.3319
34688/79832 [============>.................] - ETA: 12:20 - loss: 5.3318
34720/79832 [============>.................] - ETA: 12:19 - loss: 5.3320
34752/79832 [============>.................] - ETA: 12:19 - loss: 5.3320
34784/79832 [============>.................] - ETA: 12:18 - loss: 5.3319
34816/79832 [============>.................] - ETA: 12:18 - loss: 5.3318
34848/79832 [============>.................] - ETA: 12:17 - loss: 5.3319
34880/79832 [============>.................] - ETA: 12:17 - loss: 5.3320
34912/79832 [============>.................] - ETA: 12:16 - loss: 5.3320
34944/79832 [============>.................] - ETA: 12:15 - loss: 5.3318
34976/79832 [============>.................] - ETA: 12:15 - loss: 5.3320
35008/79832 [============>.................] - ETA: 12:14 - loss: 5.3318
35040/79832 [============>.................] - ETA: 12:14 - loss: 5.3315
35072/79832 [============>.................] - ETA: 12:13 - loss: 5.3313
35104/79832 [============>.................] - ETA: 12:13 - loss: 5.3311
35136/79832 [============>.................] - ETA: 12:12 - loss: 5.3312
35168/79832 [============>.................] - ETA: 12:12 - loss: 5.3314
35200/79832 [============>.................] - ETA: 12:11 - loss: 5.3312
35232/79832 [============>.................] - ETA: 12:11 - loss: 5.3311
35264/79832 [============>.................] - ETA: 12:10 - loss: 5.3315
35296/79832 [============>.................] - ETA: 12:10 - loss: 5.3313
35328/79832 [============>.................] - ETA: 12:09 - loss: 5.3314
35360/79832 [============>.................] - ETA: 12:09 - loss: 5.3315
35392/79832 [============>.................] - ETA: 12:08 - loss: 5.3315
35424/79832 [============>.................] - ETA: 12:08 - loss: 5.3316
35456/79832 [============>.................] - ETA: 12:07 - loss: 5.3314
35488/79832 [============>.................] - ETA: 12:06 - loss: 5.3314
35520/79832 [============>.................] - ETA: 12:06 - loss: 5.3311
35552/79832 [============>.................] - ETA: 12:05 - loss: 5.3309
35584/79832 [============>.................] - ETA: 12:05 - loss: 5.3308
35616/79832 [============>.................] - ETA: 12:04 - loss: 5.3307
35648/79832 [============>.................] - ETA: 12:04 - loss: 5.3308
35680/79832 [============>.................] - ETA: 12:03 - loss: 5.3310
35712/79832 [============>.................] - ETA: 12:03 - loss: 5.3311
35744/79832 [============>.................] - ETA: 12:02 - loss: 5.3313
35776/79832 [============>.................] - ETA: 12:02 - loss: 5.3313
35808/79832 [============>.................] - ETA: 12:01 - loss: 5.3314
35840/79832 [============>.................] - ETA: 12:01 - loss: 5.3316
35872/79832 [============>.................] - ETA: 12:00 - loss: 5.3314
35904/79832 [============>.................] - ETA: 12:00 - loss: 5.3314
35936/79832 [============>.................] - ETA: 11:59 - loss: 5.3314
35968/79832 [============>.................] - ETA: 11:59 - loss: 5.3317
36000/79832 [============>.................] - ETA: 11:58 - loss: 5.3316
36032/79832 [============>.................] - ETA: 11:58 - loss: 5.3314
36064/79832 [============>.................] - ETA: 11:57 - loss: 5.3314
36096/79832 [============>.................] - ETA: 11:56 - loss: 5.3314
36128/79832 [============>.................] - ETA: 11:56 - loss: 5.3316
36160/79832 [============>.................] - ETA: 11:55 - loss: 5.3317
36192/79832 [============>.................] - ETA: 11:55 - loss: 5.3316
36224/79832 [============>.................] - ETA: 11:54 - loss: 5.3315
36256/79832 [============>.................] - ETA: 11:54 - loss: 5.3313
36288/79832 [============>.................] - ETA: 11:53 - loss: 5.3313
36320/79832 [============>.................] - ETA: 11:53 - loss: 5.3312
36352/79832 [============>.................] - ETA: 11:52 - loss: 5.3314
36384/79832 [============>.................] - ETA: 11:52 - loss: 5.3316
36416/79832 [============>.................] - ETA: 11:51 - loss: 5.3315
36448/79832 [============>.................] - ETA: 11:51 - loss: 5.3315
36480/79832 [============>.................] - ETA: 11:50 - loss: 5.3317
36512/79832 [============>.................] - ETA: 11:50 - loss: 5.3315
36544/79832 [============>.................] - ETA: 11:49 - loss: 5.3314
36576/79832 [============>.................] - ETA: 11:49 - loss: 5.3313
36608/79832 [============>.................] - ETA: 11:48 - loss: 5.3312
36640/79832 [============>.................] - ETA: 11:48 - loss: 5.3313
36672/79832 [============>.................] - ETA: 11:47 - loss: 5.3312
36704/79832 [============>.................] - ETA: 11:46 - loss: 5.3311
36736/79832 [============>.................] - ETA: 11:46 - loss: 5.3309
36768/79832 [============>.................] - ETA: 11:45 - loss: 5.3308
36800/79832 [============>.................] - ETA: 11:45 - loss: 5.3307
36832/79832 [============>.................] - ETA: 11:44 - loss: 5.3305
36864/79832 [============>.................] - ETA: 11:44 - loss: 5.3306
36896/79832 [============>.................] - ETA: 11:43 - loss: 5.3308
36928/79832 [============>.................] - ETA: 11:43 - loss: 5.3308
36960/79832 [============>.................] - ETA: 11:42 - loss: 5.3309
36992/79832 [============>.................] - ETA: 11:42 - loss: 5.3307
37024/79832 [============>.................] - ETA: 11:41 - loss: 5.3308
37056/79832 [============>.................] - ETA: 11:41 - loss: 5.3308
37088/79832 [============>.................] - ETA: 11:40 - loss: 5.3311
37120/79832 [============>.................] - ETA: 11:40 - loss: 5.3312
37152/79832 [============>.................] - ETA: 11:39 - loss: 5.3309
37184/79832 [============>.................] - ETA: 11:39 - loss: 5.3309
37216/79832 [============>.................] - ETA: 11:38 - loss: 5.3310
37248/79832 [============>.................] - ETA: 11:38 - loss: 5.3308
37280/79832 [=============>................] - ETA: 11:37 - loss: 5.3310
37312/79832 [=============>................] - ETA: 11:36 - loss: 5.3311
37344/79832 [=============>................] - ETA: 11:36 - loss: 5.3312
37376/79832 [=============>................] - ETA: 11:35 - loss: 5.3314
37408/79832 [=============>................] - ETA: 11:35 - loss: 5.3313
37440/79832 [=============>................] - ETA: 11:34 - loss: 5.3314
37472/79832 [=============>................] - ETA: 11:34 - loss: 5.3313
37504/79832 [=============>................] - ETA: 11:33 - loss: 5.3312
37536/79832 [=============>................] - ETA: 11:33 - loss: 5.3310
37568/79832 [=============>................] - ETA: 11:32 - loss: 5.3311
37600/79832 [=============>................] - ETA: 11:32 - loss: 5.3311
37632/79832 [=============>................] - ETA: 11:31 - loss: 5.3311
37664/79832 [=============>................] - ETA: 11:31 - loss: 5.3312
37696/79832 [=============>................] - ETA: 11:30 - loss: 5.3311
37728/79832 [=============>................] - ETA: 11:30 - loss: 5.3311
37760/79832 [=============>................] - ETA: 11:29 - loss: 5.3311
37792/79832 [=============>................] - ETA: 11:29 - loss: 5.3311
37824/79832 [=============>................] - ETA: 11:28 - loss: 5.3310
